title,link_url,angajator,tip,publicat,expira,locatie_name,locatie_url,dosar
infirmier,infirmier-11/,Cresa Comlosu Mare,"Funcție contractuală, Primării, Funcții de execuție",01/09/2023,25/09/2023,Timiş,Timiş,Permanent
SOFER AUTOSANITARA II (5 posturi),sofer-autosanitara-ii-5-posturi-2/,Serviciul de Ambulanță Județean Neamț,"Funcție contractuală, Instituții județene, Funcții de execuție",01/09/2023,15/09/2023,Neamţ,Neamţ,Permanent
asistent debudant,asistent-debudant/,Cresa Comlosu Mare,"Funcție contractuală, Primării, Funcții de execuție",01/09/2023,25/09/2023,Timiş,Timiş,Permanent
infirmier,infirmier-12/,Cresa Comlosu Mare,"Funcție contractuală, Primării, Funcții de execuție",01/09/2023,25/09/2023,Timiş,Timiş,Permanent
Referent,referent-34/,UAT Municipiul Turda,"Funcție contractuală, Primării, Funcții de execuție",01/09/2023,14/09/2023,Cluj,Cluj,Permanent
"4 posturi portari, 2 posturi pompieri",4-posturi-portari-2-posturi-pompieri/,Spitalul clinic judetean de urgenta targu mures,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Mureş,Mureş,Permanent
Bibliotecar,bibliotecar-41/,Universitatea de Medicină și Farmacie „Iuliu Hațieganu” Cluj Napoca,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,8/09/2023,Cluj,Cluj,Temporar
Contabil șef,contabil-sef-36/,Unitatea militară 02547 București,"Funcție contractuală, Unități militare, Funcții de conducere",01/09/2023,22/09/2023,Bucureşti,Bucureşti,Permanent
MUNCITOR,muncitor-52/,"liceul tehnologic ""dimitrie bolintineanu"" bolintin-vale","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Giurgiu,Giurgiu,Permanent
ingrijitor gradinita cu program prelungit,ingrijitor-gradinita-cu-program-prelungit/,"GRADINITA CU PROGRAM PRELUNGIT NR.2 OLTENITA,JUD.CALARASI","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,14/09/2023,Călăraşi,Călăraşi,Permanent
Contabil șef,contabil-sef-33/,Unitatea militară 02547 București,"Funcție contractuală, Unități militare, Funcții de conducere",01/09/2023,22/09/2023,Bucureşti,Bucureşti,Permanent
POSTURI TEMPORAR VACANTE DE ASISTENT MEDICAL SI ASISTENT MEDICAL DE FARMACIE,posturi-temporar-vacante-de-asistent-medical-si-asistent-medical-de-farmacie/,SPITALUL CLINIC DE URGENȚĂ PENTRU COPII MS CURIE,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,7/09/2023,Bucureşti,Bucureşti,Temporar
"Medic specialist, specialitatea medicină fizică și reabilitare medicală",medic-specialist-specialitatea-medicina-fizica-si-reabilitare-medicala/,Institutul de Pneumoftiziologie „Marius Nasta”,"Funcție contractuală, Instituții naționale, Funcții de execuție",01/09/2023,15/09/2023,Bucureşti,Bucureşti,Permanent
"operator date, treapta I",operator-date-treapta-i/,Biblioteca Județeană „Ștefan Bănulescu” Ialomița,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Ialomiţa,Ialomiţa,Permanent
administrator financiar,administrator-financiar-116/,"Liceul Tehnologic Agricol Alexiu Berinde Seini,  județul Maramureș","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Maramureş,Maramureş,Permanent
Portar si Muncitor,portar-si-muncitor/,Liceul tehnologic de Industrie Alimentara Arad,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Arad,Arad,Permanent
2 (doi) muncitori necalificați,2-doi-muncitori-necalificati/,"Asociația de Dezvoltare Intercomunitară „Moldova”, Iași","Funcție contractuală, Primării, Funcții de execuție",01/09/2023,14/09/2023,Iaşi,Iaşi,Permanent
medic specialist/primar în specialitatea medicină de familie,medic-specialist-primar-in-specialitatea-medicina-de-familie-3/,Serviciul de Protecţie şi Pază,"Funcție militara, Unități militare, Funcții de execuție",01/09/2023,15/09/2023,Bucureşti,Bucureşti,Permanent
"agent DDD debutant, magaziner debutant, muncitor necalificat, pompier",agent-ddd-debutant-magaziner-debutant-muncitor-necalificat-pompier/,Spitalul Clinic Judeţean de Urgenţă Craiova,"Funcție contractuală, Instituții județene, Funcții de execuție",01/09/2023,14/09/2023,Dolj,Dolj,Permanent
farmacist specialist facrmacie clinica,farmacist-specialist-facrmacie-clinica/,Spitalul Clinic Judeţean de Urgenţă Craiova,"Funcție contractuală, Instituții județene, Funcții de execuție",01/09/2023,14/09/2023,Dolj,Dolj,Permanent
Director  categoria S gradul II – Directia Admionistrativ  – DGASPC SEctor 2,director-categoria-s-gradul-ii-directia-admionistrativ-dgaspc-sector-2/,Direcția Generală de Asistență Socială și Protecția Copilului Sector 2,"Funcție contractuală, Instituții locale, Funcții de conducere",01/09/2023,15/09/2023,Bucureşti,Bucureşti,Permanent
muncitor calificat (inclusiv pentru lucrări de întreținere),muncitor-calificat-inclusiv-pentru-lucrari-de-intretinere/,SCOALA PROFESIONALA SPECIALA ION PILLAT DOROHOI,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,11/09/2023,Botoşani,Botoşani,Temporar
BIBLIOTECAR,bibliotecar-42/,ȘCOALA Gimnazială„ Radu cel Mare ” Târgoviște ,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Dâmboviţa,Dâmboviţa,Permanent
ADMINISTRATOR,administrator-32/,Cresa Comlosu Mare,"Funcție contractuală, Primării, Funcții de execuție",01/09/2023,25/09/2023,Timiş,Timiş,Permanent
ingrijitor,ingrijitor-367/,GRADINITA CU PROGRAM NORMAL SI PROGRAM PRELUNGIT ORASUL BAICOI,"Funcție contractuală, Instituții naționale, Nespecificat",01/09/2023,15/09/2023,Prahova,Prahova,Permanent
bucătar calificat,bucatar-calificat-16/,Școala Profesională Specială „Emil Gârleanu” Galați  județul Galați,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Galaţi,Galaţi,Permanent
Îngrijitor,ingrijitor-354/,"Școala gimnazială Nr.1, Timișoara, județul Timiș","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,18/09/2023,Timiş,Timiş,Permanent
Tractorist,tractorist-6/,"Primăria Comunei Racoș, județul Brașov","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Braşov,Braşov,Permanent
paznic,paznic-84/,Liceul Teoretic George Călinescu,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Constanţa,Constanţa,Permanent
Secretar școală S/ gradul I,secretar-scoala-s-gradul-i/,Școala Gimnazială Andrei Mureșanu,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Sălaj,Sălaj,Permanent
Inspector de specialitate grad II,inspector-de-specialitate-grad-ii-2/,Cresa Comlosu Mare,"Funcție contractuală, Primării, Funcții de execuție",01/09/2023,25/09/2023,Timiş,Timiş,Permanent
Educator ouiericultor,educator-ouiericultor/,Cresa Comlosu Mare,"Funcție contractuală, Primării, Funcții de execuție",01/09/2023,25/09/2023,Timiş,Timiş,Permanent
Preot definitiv,preot-definitiv/,Spitalul MUNICIPAL „sF. dR. cOSMA ȘI dAMIAN” rĂDĂUȚI,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Suceava,Suceava,Permanent
INGRIJITOARE,ingrijitoare-83/,GRADINITA CU PROGRAM PRELUNGIT VOINICEL ,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Sălaj,Sălaj,Permanent
Îngrijitor 1 m și muncitor 4,ingrijitor-1-m-si-muncitor-4/,"Grădinița cu Program Prelungit Dumbrava Minunată, Satu Mare","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,7/09/2023,Satu Mare,Satu Mare,Temporar
referent – șef serviciu voluntar pentru situații de urgență,referent-sef-serviciu-voluntar-pentru-situatii-de-urgenta/,"Primăria Comunei Vânători, judetul Vrancea","Funcție contractuală, Primării, Funcții de execuție",01/09/2023,14/09/2023,Vrancea,Vrancea,Permanent
magaziner,magaziner-19/,Spitalul Clinic de Boli Infecțioase Constanța,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,14/09/2023,Constanţa,Constanţa,Permanent
MAGAZINER,magaziner-18/,SPITALUL ORĂȘENESC TG LĂPUȘ,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Maramureş,Maramureş,Permanent
mediator școlar,mediator-scolar-11/,liceul Tehnologic mihai novac oravita,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Caraş-Severin,Caraş-Severin,Permanent
Muncitor calificat (atribuții gestionar) treapta III în cadrul Personal deservire,muncitor-calificat-atributii-gestionar-treapta-iii-in-cadrul-personal-deservire/,"Spitalul de Pediatrie Ploiești, județul Prahova","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Prahova,Prahova,Permanent
referent – revizor gestiune,referent-revizor-gestiune/,directia pentru sport si agrement botosani,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Botoşani,Botoşani,Permanent
medic,medic-11/,Cresa Comlosu Mare,"Funcție contractuală, Primării, Funcții de execuție",01/09/2023,25/09/2023,Timiş,Timiş,Permanent
Îngrijitor m,ingrijitor-m-4/,"Grădinița cu Program Prelungit „Lumea Piticilor”, Dej, județul Cluj","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,14/09/2023,Cluj,Cluj,Permanent
sofer de microbuz scolar,sofer-de-microbuz-scolar/,PRIMARIA COMUNEI MITOCU DRAGOMIRNEI,"Funcție contractuală, Primării, Funcții de execuție",01/09/2023,22/09/2023,Suceava,Suceava,Permanent
referent – animator sportiv,referent-animator-sportiv/,directia pentru sport si agrement botosani,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Botoşani,Botoşani,Permanent
FUNCȚII CONTRACTUALE DURATĂ NEDETERMINATĂ SP CLINIC DE URGENȚĂ PENTRU COPII MS CURIE,functii-contractuale-durata-nedeterminata-sp-clinic-de-urgenta-pentru-copii-ms-curie/,SPITALUL CLINIC DE URGENȚĂ PENTRU COPII MS CURIE,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Bucureşti,Bucureşti,Permanent
ASISTENT SOCIAL,asistent-social-9/,"Direcția de Asistență Socială din subordinea Consiliului Local al municipiului Alba Iulia, județul Alba","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,14/09/2023,Alba,Alba,Permanent
Muncitor calificat – Compartiment Personal Deservire Spații și Imobile de Învățământ,muncitor-calificat-compartiment-personal-deservire-spatii-si-imobile-de-invatamant/,"Primaria Comunei Clinceni, județul Ilfov","Funcție contractuală, Primării, Funcții de execuție",01/09/2023,14/09/2023,Ilfov,Ilfov,Permanent
administrator financiar (contabil-șef),administrator-financiar-contabil-sef-14/,"Liceul Tehnologic Cojasca, județul Dâmbovița","Funcție contractuală, Instituții locale, Funcții de conducere",01/09/2023,15/09/2023,Dâmboviţa,Dâmboviţa,Permanent
muncitor calificat  fochist,muncitor-calificat-fochist-8/,"Universitatea „1 Decembrie 1918 ” din Alba Iulia, judeţul Alba","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Alba,Alba,Permanent
"FIZIOKINETOTERAPEUT, ASISTENT MEDICAL- COMPETENTE FIZIOKINETOTERAPIE, MASEUR",fiziokinetoterapeut-asistent-medical-competente-fiziokinetoterapie-maseur/,SPITALUL DE PNEUMOFTIZIOLOGIE FLORESTI,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,14/09/2023,Prahova,Prahova,Permanent
spălătoreasă,spalatoreasa-11/,grădinița nr.233 bucurești,"Funcție contractuală, Instituții județene, Funcții de execuție",01/09/2023,15/09/2023,Bucureşti,Bucureşti,Permanent
"INGRIJITOARE, SPALATOREASA",ingrijitoare-spalatoreasa/,GRADINITA NR.255,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,11/09/2023,Bucureşti,Bucureşti,Permanent
Muncitor întreținere,muncitor-intretinere-17/,LICEUL TEORETIC „OVIDIUS”,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,20/09/2023,Constanţa,Constanţa,Permanent
expert 1a,expert-1a-11/,direcția județeană de statistică harghita,"Funcție contractuală, Instituții județene, Funcții de execuție",01/09/2023,14/09/2023,Harghita,Harghita,Temporar
îngrijitoare,ingrijitoare-82/,Grădinița nr.233 București,"Funcție contractuală, Instituții județene, Funcții de execuție",01/09/2023,15/09/2023,Bucureşti,Bucureşti,Permanent
Contabil șef,contabil-sef-37/,Unitatea militară 02547 București,"Funcție contractuală, Unități militare, Funcții de conducere",01/09/2023,22/09/2023,Bucureşti,Bucureşti,Permanent
"1 POST MAGAZINER, 5 POSTURI INFIRMIERA, 6 POSTURI ÎNGRIJITOARE, 1 POST MUNCITOR NECALIFICAT",1-post-magaziner-5-posturi-infirmiera-6-posturi-ingrijitoare-1-post-muncitor-necalificat/,Institutul Inimii de Urgență pentru Boli Cardiovasculare Cluj Napoca,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,14/09/2023,Cluj,Cluj,Permanent
șofer microbuz școlar,sofer-microbuz-scolar-32/,Comuna Podu Turcului,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Bacău,Bacău,Permanent
Secretar sef,secretar-sef-30/,Liceul teoretic benjamin franklin ,"Funcție contractuală, Instituții locale, Funcții de conducere",01/09/2023,14/09/2023,Bucureşti,Bucureşti,Temporar
"CERCETĂTOR ȘTIINȚIFIC ii, GRADAȚIA 0",cercetator-stiintific-ii-gradatia-0-2/,Muzeul de Istorie Națională și Arheologie Constanța,"Funcție contractuală, Instituții naționale, Funcții de execuție",01/09/2023,20/09/2023,Constanţa,Constanţa,Permanent
"magazioner, post vacant, pe perioadă   nedeterminată",magazioner-post-vacant-pe-perioada-nedeterminata/," Liceul Tehnologic Agricol Alexiu Berinde Seini,  județul Maramureș","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Maramureş,Maramureş,Permanent
CHIMIST DEBUTANT,chimist-debutant-5/,Direcția de Sănătate Publică a județului Sibiu,"Funcție contractuală, Instituții județene, Funcții de execuție",01/09/2023,14/09/2023,Sibiu,Sibiu,Permanent
Șofer microbuz,sofer-microbuz-3/,"Școala Gimnazială Vața de Jos, județul Hunedoara","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Hunedoara,Hunedoara,Permanent
Femeie de serviciu,femeie-de-serviciu-4/,Școala Gimnazialӑ “Nicolae Drӑganu” Zagra,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Bistriţa-Năsăud,Bistriţa-Năsăud,Permanent
2 posturi administrator financiar i(s),2-poturi-administrator-financiar-is-4/,"Universitatea de Medicină și Farmacie ""Carol Davila"" din București ","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Bucureşti,Bucureşti,Permanent
Îngrijitor curățenie,ingrijitor-curatenie-13/,"Școala Gimnazială Grigore Silași, Beclean, județul Bistrița Năsăud","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,14/09/2023,Bistriţa-Năsăud,Bistriţa-Năsăud,Permanent
referent centru comunitar de servicii integrate Valea Teilor,referent-centru-comunitar-de-servicii-integrate-valea-teilor/,Primăria Comunei Valea Teilor,"Funcție contractuală, Primării, Funcții de execuție",01/09/2023,8/09/2023,Tulcea,Tulcea,Temporar
Referent de Specialitate gradul II – Birou Achiziții Publice și Comercial,referent-de-specialitate-gradul-ii-birou-achizitii-publice-si-comercial-6/,Școala Superioară de Aviație Civilă ,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,22/09/2023,Bucureşti,Bucureşti,Permanent
MUNCITOR CALIFICAT – LEGĂTOR MANUAL,muncitor-calificat-legator-manual/,UNIVERSITATEA DIN petroșani,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Hunedoara,Hunedoara,Permanent
îngrijitor grădiniță,ingrijitor-gradinita-2/,școala gimnazială scurtu mare jud. teleorman,"Funcție contractuală, Instituții județene, Funcții de execuție",01/09/2023,15/09/2023,Teleorman,Teleorman,Permanent
Îngrijitor,ingrijitor-342/,"Școala Gimnazială Iacob și Ioachim Muresanu Rebrișoara,","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Bistriţa-Năsăud,Bistriţa-Năsăud,Permanent
ingrijitor,ingrijitor-253/,Universitatea „ 1 Decembrie 1918 ” din Alba Iulia,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Alba,Alba,Permanent
medic specialist (MF/MG),medic-specialist-mf-mg/,"Orașul Baia Sprie, județul Maramureș","Funcție contractuală, Primării, Funcții de execuție",01/09/2023,14/09/2023,Maramureş,Maramureş,Permanent
ÎNGRIJITOR,ingrijitor-365/,Liceul Teologic Ortodox „Sfinții Împărați Constantin și Elena” Piatra Neamț,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,21/09/2023,Neamţ,Neamţ,Temporar
