"localitate","judet","cod_judet","siruta","tip_localitate","lat","long","populatie","namecheck"
"Dracea","Teleorman","TR",155109,,"43.8491374051","25.0519407083",1622,"DRACEA"
"Izvoare","Dolj","DJ",72882,,"44.1480533253","23.2959333194",1613,"IVOARE"
"Șinca Nouă","Brasov","BV",42449,,"45.6945727605","25.2434804647",1610,"SINCA NOUA"
"Eftimie Murgu","Caras-Severin","CS",53700,,"44.8774416434","22.0952225496",1610,"EFTIMIE MURGU"
"Așchileu","Cluj","CJ",55776,,"46.9828434043","23.4926307727",1607,"ASCHILEU"
"Mioarele","Arges","AG",17334,,"45.2356492408","25.0828576692",1605,"MIOARELE"
"Dorobanți","Arad","AR",12912,,"46.3502153433","21.2444067749",1604,"DOROBANTI"
"Albeștii de Muscel","Arges","AG",13891,,"45.3121581942","25.0056120982",1604,"ALBESTII DE MUSCEL"
"Obrejița","Vrancea","VN",178947,,"45.5010208899","27.0897358632",1604,"OBREJITA"
"Fântânele","Teleorman","TR",155118,,"43.7210353197","25.2926523508",1603,"FANTANELE"
"Uda-Clocociov","Teleorman","TR",155154,,"43.8879137556","24.7143671724",1603,"UDA-CLOCOCIOV"
"Sâncraiu","Cluj","CJ",59434,,"46.8304493422","22.9893014994",1602,"SANCRAIU"
"Sacu","Caras-Severin","CS",53755,,"45.5760131594","22.1181567406",1600,"SACU"
"Beba Veche","Timis","TM",155724,,"46.1290230069","20.302073837",1600,"BEBA VECHE"
"Bucureșci","Hunedoara","HD",88868,,"46.1281514705","22.90317448",1599,"BUCURESCI"
"Stejaru","Tulcea","TL",161348,,"44.7715694927","28.5472926913",1599,"STEJARU"
"Pir","Satu Mare","SM",138538,,"47.45967634","22.3727534395",1598,"PIR"
"Ghioroiu","Valcea","VL",170097,,"44.6892001774","23.837720847",1595,"GHIOROIU"
"Lazuri de Beiuș","Bihor","BH",29760,,"46.5932572514","22.4038608396",1594,"LAURI DE BEIUS"
"Ramna","Caras-Severin","CS",53639,,"45.4392641895","21.6899656376",1594,"RAMNA"
"Ațintiș","Mures","MS",115236,,"46.4295651483","24.1066698055",1594,"ATINTIS"
"Balinț","Timis","TM",155546,,"45.8134442846","21.8579177524",1593,"BALINT"
"Ciucea","Cluj","CJ",57163,,"46.965815361","22.8233032545",1591,"CIUCEA"
"Mărișel","Cluj","CJ",58534,,"46.6842172436","23.114661641",1591,"MARISEL"
"Terpezița","Dolj","DJ",74359,,"44.293731195","23.505178074",1590,"TERPEITA"
"Rădești","Galati","GL",77561,,"46.072627003","27.7893557229",1590,"RADESTI"
"Voineasa","Valcea","VL",174254,,"45.4235282687","23.9538552924",1589,"VOINEASA"
"Poiana  Ilvei","Bistrita-Nasaud","BN",179720,,"47.3574913386","24.7410381264",1589,"POIANA ILVEI"
"Ciclova Română","Caras-Severin","CS",51948,,"45.0097094382","21.7059972467",1588,"CICLOVA ROMANA"
"Ciuperceni","Teleorman","TR",151709,,"43.7603825402","24.9355104266",1587,"CIUPERCENI"
"Mărgău","Cluj","CJ",58464,,"46.7527034743","22.9593139814",1586,"MARGAU"
"Chichiș","Covasna","CV",64238,,"45.7767499139","25.8044812072",1585,"CHICHIS"
"Avram Iancu","Alba","AB",2577,,"46.3581642655","22.8257225449",1584,"AVRAM IANCU"
"Voicești","Valcea","VL",174218,,"44.6062419482","24.292332422",1583,"VOICESTI"
"Merghindeal","Sibiu","SB",144964,,"45.9657716229","24.7293171138",1580,"MERGHINDEAL"
"Alexandru Vlahuță","Vaslui","VS",162069,,"46.4265336518","27.6410503503",1578,"ALEXANDRU VLAHUTA"
"Arcuș","Covasna","CV",65113,,"45.9007727041","25.7767299068",1577,"ARCUS"
"Geaca","Cluj","CJ",57831,,"46.8569906067","24.0941217651",1575,"GEACA"
"Brănișca","Hunedoara","HD",88546,,"45.9190447741","22.7743802297",1574,"BRANISCA"
"Largu","Buau","BZ",47159,,"44.9768843364","27.1443397857",1573,"LARGU"
"Bogdănița","Vaslui","VS",162791,,"46.4590382506","27.6855181695",1573,"BOGDANITA"
"Mărculești","Ialomita","IL",179980,,"44.5669759195","27.5156197965",1573,"MARCULESTI"
"Ciceu-Giurgești","Bistrita-Nasaud","BN",32955,,"47.2470618094","24.0190222582",1572,"CICEU-GIURGESTI"
"Petreștii de Jos","Cluj","CJ",58918,,"46.5801434911","23.6535095065",1572,"PETRESTII DE JOS"
"Osica de Jos","Olt","OT",130357,,"44.2443937513","24.2792555657",1572,"OSICA DE JOS"
"Bârna","Timis","TM",155957,,"45.7214499502","22.059098347",1572,"BIRNA"
"Ibănești","Vaslui","VS",167222,,"46.394821557","27.6254750682",1572,"IBANESTI"
"Sălciua","Alba","AB",6976,,"46.3986963245","23.421323557",1571,"SALCIUA"
"Călui","Olt","OT",130295,,"44.4529703115","24.0635952739",1570,"CALUI"
"Ipotesti","Olt","OT",130348,,"44.3252855208","24.4008878084",1570,"IPOTESTI"
"Drăgănești","Neamt","NT",125132,,"47.308863251","26.4055128567",1569,"DRAGANESTI"
"Izvoru Crișului","Cluj","CJ",58204,,"46.8382082164","23.1062724938",1567,"IVORU CRISULUI"
"Chiheru de Jos","Mures","MS",116126,,"46.6874096522","24.8815427894",1566,"CHIHERU DE JOS"
"Vermeș","Caras-Severin","CS",54537,,"45.5228280282","21.659260401",1562,"VERMES"
"Roșcani","Iasi","IS",100344,,"47.4293681396","27.4353599453",1560,"ROSCANI"
"Bălteni","Vaslui","VS",162452,,"46.6752712922","27.6241045688",1557,"BALTENI"
"Mihăești","Olt","OT",127536,,"44.1257358257","24.7908775706",1552,"MIHAESTI"
"Bălăceana","Suceava","SV",151530,,"47.6433800187","26.0476366579",1552,"BALACEANA"
"Bucium","Alba","AB",3459,,"46.2640203271","23.1790990639",1549,"BUCIUM"
"Archiș","Arad","AR",9832,,"46.4778557866","22.0528200958",1548,"ARCHIS"
"Cioroiași","Dolj","DJ",71812,,"44.0854334602","23.451646352",1548,"CIOROIASI"
"Pâncești","Neamt","NT",125141,,"46.9019273434","27.1540540653",1545,"PANCESTI"
"Isvoarele","Giurgiu","GR",179766,,"44.1696751692","26.3137372812",1544,"ISVOARELE"
"Dorobanțu","Tulcea","TL",160323,,"44.9580466702","28.2878089841",1543,"DOROBANTU"
"Ciuperceni","Gorj","GJ",79656,,"44.9389531693","23.0124363193",1541,"CIUPERCENI"
"Săuca","Satu Mare","SM",138805,,"47.4702612383","22.4953234214",1536,"SAUCA"
"Sambata de Sus","Brasov","BV",42464,,"45.7617808119","24.8205258217",1534,"SAMBATA DE SUS"
"Coroisânmărtin","Mures","MS",116171,,"46.4074718811","24.6020191762",1534,"COROISINMARTIN"
"Văleni","Neamt","NT",125123,,"47.0310381122","26.6884578166",1533,"VALENI"
"Dragușeni","Iasi","IS",100308,,"46.9011592146","27.5126008905",1526,"DRAGUSENI"
"Siliștea","Constanta","CT",62949,,"44.4009842689","28.1801559952",1522,"SILISTEA"
"Surdila-Greci","Braila","BR",42771,,"45.0640777498","27.26157154",1520,"SURDILA-GRECI"
"Sasca Montană","Caras-Severin","CS",53791,,"44.8854609826","21.7091512115",1518,"SASCA MONTANA"
"Săcuieu","Cluj","CJ",59283,,"46.8233499862","22.888238146",1518,"SACUIEU"
"Dieci","Arad","AR",10701,,"46.3162718421","22.2483312342",1517,"DIECI"
"Dobrun","Olt","OT",126825,,"44.2593332648","24.2225045041",1517,"DOBRUN"
"Valea Teilor","Tulcea","TL",161561,,"45.111503116","28.488006602",1517,"VALEA TEILOR"
"Rișca","Cluj","CJ",59238,,"46.7396734499","23.1062480803",1516,"RISCA"
"Tilișca","Sibiu","SB",145907,,"45.8016342679","23.8429277924",1514,"TILISCA"
"Oncești","Maramures","MM",179864,,"47.848139045","23.9818271921",1514,"ONCESTI"
"Bobâlna","Cluj","CJ",56096,,"47.1438511399","23.6446096235",1512,"BOBILNA"
"Benesat","Salaj","SJ",140244,,"47.4121105947","23.2921357637",1509,"BENESAT"
"Itești","Bacau","BC",26379,,"46.6578989779","26.8647061547",1508,"ITESTI"
"Căpâlna","Bihor","BH",28139,,"46.7362700291","22.1047621634",1507,"CAPILNA"
"Densuș","Hunedoara","HD",89348,,"45.5791577708","22.8022237972",1505,"DENSUS"
"Ghimpețeni","Olt","OT",130311,,"44.2810085726","24.7745844251",1501,"GHIMPETENI"
"Siliștea Crucii","Dolj","DJ",74224,,"44.0448785074","23.4819443994",1500,"SILISTEA CRUCII"
"Crevenicu","Teleorman","TR",151932,,"44.2466291575","25.5904634721",1500,"CREVENICU"
"Moșteni","Teleorman","TR",153384,,"44.1978736862","25.5085442892",1500,"MOSTENI"
"Întorsura","Dolj","DJ",74923,,"44.1122580993","23.5757419728",1499,"INTORSURA"
"Brateș","Covasna","CV",64005,,"45.8347217267","26.0727599764",1498,"BRATES"
"Corbu","Harghita","HR",84148,,"46.9914198872","25.6846966699",1498,"CORBU"
"Vâlcelele","Buau","BZ",50399,,"45.344303567","27.3493713554",1495,"VILCELELE"
"Coșna","Suceava","SV",151497,,"47.370979032","25.1813268686",1495,"COSNA"
"Gușoeni","Valcea","VL",170444,,"44.7127400728","24.1302845115",1495,"GUSOENI"
"Purani","Teleorman","TR",155136,,"44.3689314913","25.4011675275",1494,"PURANI"
"Mădulari","Valcea","VL",171209,,"44.6722013628","24.0989625294",1491,"MADULARI"
"Giurgeni","Ialomita","IL",93646,,"44.7443462047","27.8563823648",1490,"GIURGENI"
"Milcov","Olt","OT",127563,,"44.362986788","24.3779292853",1486,"MILCOV"
"Livezile","Mehedinti","MH",112600,,"44.5153665788","22.8613736135",1482,"LIVEILE"
"Smulți","Galati","GL",77260,,"45.9324604487","27.7548772429",1481,"SMULTI"
"Urziceni","Satu Mare","SM",139250,,"47.7332617571","22.4065208312",1481,"URICENI"
"Crângu","Teleorman","TR",152662,,"43.84611065","25.0734990925",1480,"CRANGU"
"Stânceni","Mures","MS",119625,,"46.9601847969","25.2392116199",1479,"STINCENI"
"Sărățeni","Mures","MS",120496,,"46.5624664113","25.0133057499",1475,"SARATENI"
"Horia","Tulcea","TL",160528,,"45.0265746706","28.4522379275",1473,"HORIA"
"Săcelu","Gorj","GJ",81754,,"45.1055287008","23.5423100643",1471,"SACELU"
"Vima Mică","Maramures","MM",109425,,"47.4122864726","23.7068004517",1471,"VIMA MICA"
"Făurești","Valcea","VL",169583,,"44.5808675682","23.9944103639",1468,"FAURESTI"
"Grădinile","Olt","OT",130320,,"43.9465304948","24.3923754837",1466,"GRADINILE"
"Nucșoara","Arges","AG",17771,,"45.3370261023","24.7841579882",1465,"NUCSOARA"
"Mănăstireni","Cluj","CJ",58393,,"46.7816915478","23.0863138686",1465,"MANASTIRENI"
"Bârsești","Vrancea","VN",175224,,"45.9086958058","26.7417203617",1465,"BARSESTI"
"Pristol","Mehedinti","MH",113206,,"44.2267020958","22.7103011912",1463,"PRISTOL"
"Sânmihaiu de Câmpie","Bistrita-Nasaud","BN",34477,,"46.8925650295","24.3358851727",1461,"SINMIHAIU DE CIMPIE"
"Adășeni","Botosani","BT",40035,,"48.0691982025","26.9378882677",1461,"ADASENI"
"Pocola","Bihor","BH",30416,,"46.6952157062","22.2946978253",1460,"POCOLA"
"Gârnic","Caras-Severin","CS",52909,,"44.7519827905","21.7926929038",1459,"GIRNIC"
"Dăbâca","Cluj","CJ",57546,,"46.9699287982","23.6772845261",1457,"DABICA"
"Breznița-Motru","Mehedinti","MH",110740,,"44.5671847168","23.2156706966",1457,"BRENITA-MOTRU"
"Ciocănești","Suceava","SV",151451,,"47.4810663078","25.2791196632",1456,"CIOCANESTI"
"Gurasada","Hunedoara","HD",89687,,"45.9509137163","22.5901918117",1454,"GURASADA"
"Sârbeni","Teleorman","TR",154308,,"44.4631488475","25.408783311",1453,"SIRBENI"
"Monor","Bistrita-Nasaud","BN",33952,,"46.9496501194","24.6926220359",1452,"MONOR"
"Blăgești","Vaslui","VS",162559,,"46.1360894356","28.0146146055",1448,"BLAGESTI"
"Leleasca","Olt","OT",127411,,"44.7882185181","24.4561640383",1446,"LELEASCA"
"Giera","Timis","TM",157273,,"45.4075713864","20.9939978266",1446,"GIERA"
"Cerchezu","Constanta","CT",61167,,"43.8240927632","28.0975135227",1445,"CERCHEU"
"Suhurlui","Galati","GL",77601,,"45.7287318784","27.8267809063",1445,"SUHURLUI"
"Dimăcheni","Botosani","BT",39959,,"47.9113858437","26.545597338",1444,"DIMACHENI"
"Vărădia","Caras-Severin","CS",54500,,"45.0817026288","21.5423295102",1440,"VARADIA"
"Zâmbreasca","Teleorman","TR",154978,,"44.3034992749","24.9984710826",1440,"IMBREASCA"
"Cucerdea","Mures","MS",116395,,"46.4024764914","24.266058415",1438,"CUCERDEA"
"Cornățelu","Dambovita","DB",66955,,"44.7509601708","25.6723704681",1437,"CORNATELU"
"Zerind","Arad","AR",12849,,"46.6237360907","21.5167386315",1434,"ERIND"
"Lăcusteni","Valcea","VL",174511,,"44.7056890128","23.8914654038",1434,"LACUSTENI"
"Bulzești","Dolj","DJ",71340,,"44.5765581382","23.8745468812",1433,"BULESTI"
"Băsești","Maramures","MM",107190,,"47.4805909034","23.1462242801",1432,"BASESTI"
"Oancea","Galati","GL",76932,,"45.9185032783","28.1119653656",1430,"OANCEA"
"Lăpugiu de Jos","Hunedoara","HD",89954,,"45.8863964829","22.4823446628",1430,"LAPUGIU DE JOS"
"Vădastra","Olt","OT",129718,,"43.8649690783","24.3806947796",1430,"VADASTRA"
"Bărăști","Olt","OT",125757,,"44.7160069239","24.6591930307",1429,"BARASTI"
"Frecăței","Braila","BR",43117,,"44.8949301253","28.1253470414",1427,"FRECATEI"
"Ususău","Arad","AR",10765,,"46.0706322613","21.8137067206",1425,"USUSAU"
"Râu Alb","Dambovita","DB",179917,,"45.1365286057","25.3474459318",1424,"RAU ALB"
"Ciurila","Cluj","CJ",57225,,"46.6489064221","23.5468614535",1423,"CIURILA"
"Holbav","Brasov","BV",42472,,"45.6592208213","25.3874367691",1422,"HOLBAV"
"Neaua","Mures","MS",118511,,"46.4772319085","24.8307197526",1419,"NEAUA"
"Cornești","Cluj","CJ",57449,,"47.0360768635","23.6788750854",1418,"CORNESTI"
"Agrij","Salaj","SJ",139937,,"47.0671157524","23.1010466898",1416,"AGRIJ"
"Grindu","Tulcea","TL",160458,,"45.4082948139","28.2003089217",1414,"GRINDU"
"Dumbrava","Mehedinti","MH",111587,,"44.5182164151","23.1375393608",1411,"DUMBRAVA"
"Ulmu","Calarasi","CL",94606,,"44.2648657466","26.9210500033",1410,"ULMU"
"Petriș","Arad","AR",11664,,"46.0406685034","22.3935628145",1408,"PETRIS"
"Sânmărtin","Cluj","CJ",59498,,"47.0095265277","24.0781099077",1408,"SANMARTIN"
"Bolvașnița","Caras-Severin","CS",51546,,"45.3455773959","22.3101166715",1405,"BOLVASNITA"
"Cămin","Satu Mare","SM",179677,,"47.7283605968","22.4798739379",1405,"CAMIN"
"Coaș","Maramures","MM",179837,,"47.5395685625","23.5858385992",1405,"COAS"
"Cârna","Dolj","DJ",74867,,"43.8861347818","23.6015346683",1400,"CARNA"
"Borșa","Cluj","CJ",56265,,"46.9329885587","23.6627274532",1399,"BORSA"
"Rogova","Mehedinti","MH",113466,,"44.4710618576","22.8075019996",1394,"ROGOVA"
"Florica","Buau","BZ",50564,,"44.9080161422","26.7662730967",1391,"FLORICA"
"Vultureni","Cluj","CJ",60099,,"46.9609027746","23.5570205653",1389,"VULTURENI"
"Valcani","Timis","TM",159482,,"46.0035703158","20.3986507771",1389,"VALCANI"
"Teiu","Arges","AG",19212,,"44.6553570008","25.1292011481",1387,"TEIU"
"Recea-Cristur","Cluj","CJ",59130,,"47.0796428947","23.5216147861",1385,"RECEA-CRISTUR"
"Vadu Moților","Alba","AB",8229,,"46.3950042282","22.9667223354",1384,"VADU MOTILOR"
"Galiciuica","Dolj","DJ",74891,,"44.1032874689","23.3912816331",1384,"GALICIUICA"
"Sâmbăta","Bihor","BH",31057,,"46.8017335318","22.2035717272",1383,"SIMBATA"
"Sărulești","Buau","BZ",49233,,"45.484374628","26.7661277782",1380,"SARULESTI"
"Saraiu","Constanta","CT",62823,,"44.721045193","28.1556329389",1378,"SARAIU"
"Fildu de Jos","Salaj","SJ",141081,,"46.9190202468","23.0579945891",1378,"FILDU DE JOS"
"Hamcearca","Tulcea","TL",160476,,"45.1147431716","28.3932135925",1377,"HAMCEARCA"
"Pleșoi","Dolj","DJ",74931,,"44.3507692795","23.5334475029",1373,"PLESOI"
"Bulbucata","Giurgiu","GR",101519,,"44.2845095507","25.8088402135",1362,"BULBUCATA"
"Scorțaru Nou","Braila","BR",43929,,"45.3300010725","27.6168166025",1358,"SCORTARU NOU"
"Beuca","Teleorman","TR",155092,,"44.2519989003","24.9663685938",1357,"BEUCA"
"Ciumești","Satu Mare","SM",179882,,"47.6638202672","22.3406879592",1357,"CIUMESTI"
"Brabova","Dolj","DJ",70986,,"44.3676841036","23.4257289003",1355,"BRABOVA"
"Boianu Mare","Bihor","BH",27506,,"47.3827201415","22.5224253528",1354,"BOIANU MARE"
"Merești","Harghita","HR",85056,,"46.2345848855","25.4609855852",1354,"MERESTI"
"Dragu","Salaj","SJ",141027,,"47.0352198623","23.3992045508",1354,"DRAGU"
"Domașnea","Caras-Severin","CS",52721,,"45.0823183632","22.3174930205",1350,"DOMASNEA"
"Spulber","Vrancea","VN",178965,,"45.7518617289","26.7608049915",1345,"SPULBER"
"Criștioru de Jos","Bihor","BH",28889,,"46.4183063801","22.5369374784",1341,"CRISTIORU DE JOS"
"Viișoara","Bihor","BH",32045,,"47.3869494009","22.4457691049",1341,"VIISOARA"
"Radovan","Dolj","DJ",73852,,"44.1608163585","23.6053728656",1341,"RADOVAN"
"Runcu Salvei","Bistrita-Nasaud","BN",179944,,"47.3438163927","24.3252949673",1341,"RUNCU SALVEI"
"Racovițeni","Buau","BZ",48922,,"45.3553684947","26.8940033824",1339,"RACOVITENI"
"Asuaju de Sus","Maramures","MM",107083,,"47.5670326661","23.1824511834",1338,"ASUAJU DE SUS"
"Beliș","Cluj","CJ",56014,,"46.6826815117","23.0315663125",1337,"BELIS"
"Stângăceaua","Mehedinti","MH",113518,,"44.6089570351","23.3127316632",1336,"STINGACEAUA"
"Apoldu de Jos","Sibiu","SB",143922,,"45.8798734152","23.8470622291",1336,"APOLDU DE JOS"
"Răchitova","Hunedoara","HD",90725,,"45.6042860467","22.749559484",1335,"RACHITOVA"
"Măgherani","Mures","MS",118094,,"46.5638516085","24.9075096388",1335,"MAGHERANI"
"Rădești","Alba","AB",6547,,"46.2729364434","23.7235507234",1333,"RADESTI"
"Cucuteni","Iasi","IS",96664,,"47.2750184483","26.9403241198",1332,"CUCUTENI"
"Cârțișoara","Sibiu","SB",144535,,"45.7270407921","24.5798544565",1332,"CIRTISOARA"
"Ilovița","Mehedinti","MH",112334,,"44.7563026292","22.4749801903",1331,"ILOVITA"
"Gârdani","Maramures","MM",179855,,"47.551354433","23.3087975805",1330,"GARDANI"
"Ocland","Harghita","HR",85243,,"46.1595611708","25.4268328826",1328,"OCLAND"
"Boișoara","Valcea","VL",168755,,"45.4421527319","24.3839653377",1328,"BOISOARA"
"Chisindia","Arad","AR",10417,,"46.2922664994","22.0991366907",1327,"CHISINDIA"
"Mereni","Covasna","CV",65105,,"46.0792422536","26.2359669543",1317,"MERENI"
"Albești","Ialomita","IL",92783,,"44.5399758157","27.132465918",1316,"ALBESTI"
"Ezeriș","Caras-Severin","CS",52758,,"45.4068729347","21.8875032228",1315,"EERIS"
"Măceșu de Sus","Dolj","DJ",73013,,"43.9166718666","23.7112633418",1312,"MACESU DE SUS"
"Milaș","Bistrita-Nasaud","BN",33881,,"46.8202441614","24.4332762897",1307,"MILAS"
"Zagăr","Mures","MS",120343,,"46.3505948909","24.6180894341",1304,"AGAR"
"Livezile","Alba","AB",5167,,"46.3488892355","23.6354226992",1301,"LIVEILE"
"Corlățel","Mehedinti","MH",111417,,"44.3973605095","22.9341842012",1299,"CORLATEL"
"Husnicioara","Mehedinti","MH",112129,,"44.6785459608","22.8459298641",1297,"HUSNICIOARA"
"Măceșu de Jos","Dolj","DJ",72980,,"43.8780075808","23.7142653949",1294,"MACESU DE JOS"
"Verbița","Dolj","DJ",74705,,"44.3022797448","23.1700459927",1294,"VERBITA"
"Buza","Cluj","CJ",56327,,"46.910708515","24.147827229",1291,"BUA"
"Ribița","Hunedoara","HD",90805,,"46.1774054524","22.7682432463",1289,"RIBITA"
"Almașu Mare","Alba","AB",2309,,"46.0974918341","23.1307892955",1287,"ALMASU MARE"
"Curtea","Timis","TM",156589,,"45.8300771701","22.309007592",1287,"CURTEA"
"Hășmaș","Arad","AR",11236,,"46.5038687227","22.0774389048",1283,"HASMAS"
"Berliște","Caras-Severin","CS",51387,,"44.9911018086","21.4690959591",1282,"BERLISTE"
"Tălpaș","Dolj","DJ",74956,,"44.6822731876","23.7455295325",1282,"TALPAS"
"Cut","Alba","AB",9019,,"45.9397244542","23.6671934066",1281,"CUT"
"Săcel","Harghita","HR",85467,,"46.3136237627","24.929993443",1278,"SACEL"
"Cristolț","Salaj","SJ",140770,,"47.2084807589","23.437469334",1278,"CRISTOLT"
"Nicolae Titulescu","Olt","OT",127714,,"44.2700777414","24.7589706982",1274,"NICOLAE TITULESCU"
"Pădina","Mehedinti","MH",112806,,"44.4420818913","23.0134490645",1272,"PADINA"
"Săceni","Teleorman","TR",153972,,"44.2299275575","25.0646338979",1268,"SACENI"
"Dobrețu","Olt","OT",126674,,"44.4933090514","23.955159011",1263,"DOBRETU"
"Arcani","Gorj","GJ",78668,,"45.0756226871","23.1344437884",1260,"ARCANI"
"Săcășeni","Satu Mare","SM",138770,,"47.4799549512","22.6856374109",1258,"SACASENI"
"Hălmăgel","Arad","AR",11174,,"46.2685143339","22.6227551656",1256,"HALMAGEL"
"Sărățeni","Ialomita","IL",180019,,"44.6342190066","26.9268613322",1254,"SARATENI"
"Șopârlița","Olt","OT",130384,,"44.2770509994","24.2774347495",1252,"SOPARLITA"
"Ariceștii Zeletin","Prahova","PH",132137,,"45.2194125715","26.1805169114",1252,"ARICESTII ELETIN"
"Bereni","Mures","MS",120511,,"46.5573348838","24.8682071419",1250,"BERENI"
"Crișan","Tulcea","TL",160261,,"45.1746181724","29.3859821416",1244,"CRISAN"
"Șimișna","Salaj","SJ",179695,,"47.2320241608","23.6236950187",1241,"SIMISNA"
"Hodoșa","Mures","MS",117505,,"46.6369790951","24.825378296",1239,"HODOSA"
"Poiana Blenchii","Salaj","SJ",142373,,"47.3069672128","23.7492213769",1239,"POIANA BLENCHII"
"Milcoiu","Valcea","VL",171469,,"45.0420183861","24.4702954873",1238,"MILCOIU"
"Secăria","Prahova","PH",135226,,"45.2749773973","25.6845744944",1237,"SECARIA"
"Optași-Măgura","Olt","OT",127901,,"44.5794399223","24.6518290213",1236,"OPTASI-MAGURA"
"Brazii","Arad","AR",10239,,"46.2412834788","22.3359188332",1234,"BRAII"
"Dezna","Arad","AR",10649,,"46.4054363436","22.2434462441",1234,"DENA"
"Vălișoara","Hunedoara","HD",91937,,"46.0457587491","22.8349181136",1234,"VALISOARA"
"Brazii","Ialomita","IL",101243,,"44.7664519672","26.3595815888",1231,"RADULESTI"
"Greci","Mehedinti","MH",111916,,"44.5619856985","23.109824642",1231,"GRECI"
"Didești","Teleorman","TR",152724,,"44.215473219","24.8880574748",1229,"DIDESTI"
"Gurbănești","Calarasi","CL",103568,,"44.3801897354","26.6948777254",1228,"GURBANESTI"
"Moacșa","Covasna","CV",64568,,"45.8714314795","25.9732622333",1227,"MOACSA"
"Ilovăț","Mehedinti","MH",112263,,"44.8119711122","22.7633323612",1226,"ILOVAT"
"Aluniș","Cluj","CJ",55623,,"47.0414180457","23.7463935616",1224,"ALUNIS"
"Lapoș","Prahova","PH",133919,,"45.1519746538","26.4191076954",1222,"LAPOS"
"Călugăreni","Prahova","PH",132459,,"45.0853750658","26.381680801",1218,"CALUGARENI"
